qid,question,answer,qid.1,question.1,answer.1,concepts,numbers,units,relations,cn_result
99,which organ contains actine and myocin?,ribosome,99,which organ contains actine and myocin?,ribosome,"['ribosome', 'organ', 'myocin', 'actine', 'contain']",[],['m'],[],"{'display': [{'head': 'ribosome', 'relation': 'isa', 'tail': 'organelle', 'score': -3.694625108436029}, {'head': 'ribosome', 'relation': 'isa', 'tail': 'organelle', 'score': -3.884707045555115}, {'head': 'ribosome', 'relation': 'relatedto', 'tail': 'organelle', 'score': -4.171084964497997}], 'graph_edges': [(541794, -3.694625108436029, None), (541795, -3.884707045555115, None), (1817860, -4.171084964497997, None), (1962843, -4.843174620750067, None), (984392, -5.580912291175765, None), (2395694, -5.626728086210637, None), (1817792, -5.636123378411872, None), (1698056, -5.6677698926422035, None), (2146584, -5.920859323379759, None), (1506971, -5.92871244424121, None), (1120886, -5.989819495137282, None), (1817863, -6.079906913658521, None), (1982524, -6.108174987171386, None), (1817766, -6.122418091826121, None), (2226910, -6.167702073792372, None), (1817864, -6.187817859009271, None), (1646620, -6.31776673653476, None), (1709932, -6.323154391595083, None), (1832677, -6.3373031821673, None), (440924, -6.394398623993898, None), (1817839, -6.395988817524112, None), (1965388, -6.546794771682483, None), (1738149, -6.574049374942022, None), (258917, -6.599688067513684, None), (258918, -6.623650675784356, None), (1817858, -6.645911242132977, None), (1584546, -6.705815380551909, None), (2074019, -6.725817477956701, None), (725238, -6.848856046381363, None), (1817861, -6.872213933760647, None), (532077, -6.897774725037913, None), (1817782, -6.977259285325181, None), (1536380, -7.086777166124914, None), (450285, -7.138909039724806, None), (496488, -7.214354613203905, None), (1610301, -7.380197409896824, None), (1817867, -7.483770340209576, None), (1610119, -7.538522873946354, None), (1544031, -7.561511277285155, None), (952170, -7.669688026411765, None)]}"
99,which organ contains actine and myocin?,cytoskeleton,99,which organ contains actine and myocin?,cytoskeleton,"['myocin', 'organ', 'actine', 'contain', 'cytoskeleton']",[],['m'],[],"{'display': [{'head': 'cytoplasm', 'relation': 'relatedto', 'tail': 'cytoskeleton', 'score': -4.8490492260355476}, {'head': 'splanchnoskeleton', 'relation': 'relatedto', 'tail': 'organ', 'score': -4.974239391409439}, {'head': 'vimentin', 'relation': 'relatedto', 'tail': 'cytoskeleton', 'score': -5.428738334721981}], 'graph_edges': [(984340, -4.8490492260355476, None), (1946371, -4.974239391409439, None), (2141016, -5.428738334721981, None), (2141183, -5.447940900347097, None), (622574, -5.46562241167676, None), (984174, -5.743914349214916, None), (2282952, -5.774707385788904, None), (1692186, -5.781468121315832, None), (984407, -5.847457447753631, None), (984415, -6.024021837715937, None), (1739810, -6.05014204327751, None), (984417, -6.0812106125756085, None), (984410, -6.116445894546166, None), (1851462, -6.199649181708564, None), (1122748, -6.277061765153837, None), (2126650, -6.387824731751936, None), (984411, -6.444959497451783, None), (1584666, -6.4494493687341885, None), (984409, -6.503894137396584, None), (424456, -6.505633559753237, None), (2082871, -6.576852832719834, None), (984414, -6.577859246949625, None), (1493674, -6.603670129474267, None), (984412, -6.683528976604701, None), (984005, -6.7133635952192146, None), (424453, -6.713490222987353, None), (1692173, -6.762353752143453, None), (984413, -6.931131029134575, None), (424454, -7.013197254160517, None), (1506988, -7.3716880477451525, None), (984416, -7.380024417583561, None), (1536380, -7.582536323973043, None), (1959508, -7.584509847609288, None), (1610301, -7.584847340694253, None), (1379299, -7.626890182495117, None), (514251, -7.681616842257155, None), (1610119, -7.6823203142334, None), (1609636, -7.774141169605812, None), (424455, -7.788581282460594, None), (1341184, -7.818761540746047, None)]}"
99,which organ contains actine and myocin?,chloroplast,99,which organ contains actine and myocin?,chloroplast,"['myocin', 'organ', 'actine', 'contain', 'chloroplast']",[],['m'],[],"{'display': [{'head': 'chloroplast', 'relation': 'isa', 'tail': 'organelle', 'score': -1.4322314739227295}, {'head': 'chloroplast', 'relation': 'relatedto', 'tail': 'organelle', 'score': -1.801037422129325}, {'head': 'phytoferritin', 'relation': 'relatedto', 'tail': 'chloroplast', 'score': -3.587972779054772}], 'graph_edges': [(410467, -1.4322314739227295, None), (889789, -1.801037422129325, None), (1680577, -3.587972779054772, None), (889781, -4.327465723295722, None), (1506886, -4.396448033400652, None), (1762361, -4.457085962329519, None), (2044440, -4.513478140772061, None), (410468, -4.666557201175966, None), (889787, -4.753526983539148, None), (1694324, -4.832240162033069, None), (1227057, -4.977198450337658, None), (889147, -5.002714754224159, None), (410469, -5.028619336882116, None), (979214, -5.109460721024508, None), (889793, -5.121440766715427, None), (1108397, -5.132815262509631, None), (705432, -5.171604679514924, None), (971819, -5.196892122153908, None), (889784, -5.1991361611489655, None), (2224527, -5.20076652240437, None), (2270978, -5.20527070413979, None), (889736, -5.223301736027668, None), (1183525, -5.295331860485446, None), (1641380, -5.308826356345439, None), (1738203, -5.34954127658723, None), (2080115, -5.5175765658501, None), (889791, -5.522003410655459, None), (889788, -5.586731906695882, None), (1945910, -5.6591541232954405, None), (138500, -5.664431376672722, None), (1766317, -5.67306792432598, None), (1120371, -5.751352281519989, None), (889797, -5.771163537603246, None), (889785, -5.978151139602044, None), (889783, -6.021427793736891, None), (1610486, -6.0311899272447995, None), (1678463, -6.040159886199391, None), (889794, -6.046216776363736, None), (889782, -6.122277243634906, None), (1568917, -6.168992454586759, None)]}"
100,how many cells are there in egg apparatus of embryo-sac?,4,100,how many cells are there in egg apparatus of embryo-sac?,4,"['embryo', 'cell', 'apparatus', '?', 'egg', 'sac']",['4'],['m'],[],"{'display': [{'head': 'embryo', 'relation': 'relatedto', 'tail': 'cell', 'score': -2.941524714625961}, {'head': 'embryoid', 'relation': 'relatedto', 'tail': 'cell', 'score': -3.478330566151198}, {'head': 'embryonic_cell', 'relation': 'isa', 'tail': 'cell', 'score': -3.5894267132803357}], 'graph_edges': [(1085487, -2.941524714625961, None), (1085531, -3.478330566151198, None), (437799, -3.5894267132803357, None), (868082, -4.2706194258692625, None), (1076244, -4.295937725866129, None), (1076598, -4.8407571308833495, None), (1333484, -5.295104802703327, None), (2295261, -5.6589125868628205, None), (1076566, -6.230325229201248, None), (1085525, -6.312476843636853, None), (1204671, -6.481718178365559, None), (1085536, -6.681575349292522, None), (1085595, -6.687622663150526, None), (1085530, -6.70433781248492, None), (1085559, -6.7608543688057825, None), (1076329, -6.842868086193781, None), (1085528, -6.864241266568839, None), (1085569, -6.8749028026697045, None), (1085515, -6.9889701749908255, None), (436307, -7.061208438873291, None), (1085491, -7.066161589223977, None), (868669, -7.120868184684574, None), (1085543, -7.268248408771186, None), (1085552, -7.285290099224597, None), (1723869, -7.393870991644269, None), (2276397, -7.450473229866147, None), (1603957, -7.4693503035878654, None), (2196524, -7.529953669465842, None), (502208, -7.672052541693873, None), (1500906, -7.67559803519814, None), (1610098, -7.693216679678417, None), (920289, -7.699498221648711, None), (1603960, -7.791093013504788, None), (868225, -7.822238577781404, None), (931343, -7.907544229544116, None), (868173, -7.907604698644094, None), (540299, -8.051594398700445, None), (1604013, -8.210064201915463, None), (1241638, -8.211394565520111, None), (1598521, -8.222636980762086, None)]}"
100,how many cells are there in egg apparatus of embryo-sac?,3,100,how many cells are there in egg apparatus of embryo-sac?,3,"['embryo', 'cell', 'apparatus', '?', 'egg', 'sac']",['3'],['m'],[],"{'display': [{'head': 'embryo', 'relation': 'relatedto', 'tail': 'cell', 'score': -3.4171400485854018}, {'head': 'embryoid', 'relation': 'relatedto', 'tail': 'cell', 'score': -3.9424836038656883}, {'head': 'embryonic_cell', 'relation': 'isa', 'tail': 'cell', 'score': -4.027237484842084}], 'graph_edges': [(1085487, -3.4171400485854018, None), (1085531, -3.9424836038656883, None), (437799, -4.027237484842084, None), (1076244, -4.828244555084732, None), (1076598, -5.397481536865235, None), (1333484, -5.872241182058514, None), (2295261, -6.218374574716894, None), (593972, -6.349423194071861, None), (791685, -6.576665094810032, None), (1085553, -6.576814382424786, None), (1076566, -6.647080071875694, None), (1085525, -6.666461828822131, None), (437788, -6.824347508926928, None), (1085536, -7.052025018651062, None), (1085530, -7.078614676138039, None), (1085528, -7.089246555099268, None), (1085559, -7.132505491485517, None), (1204671, -7.1325810273632655, None), (436307, -7.217088503837747, None), (1085569, -7.289782563442101, None), (1076329, -7.338205528866722, None), (1085518, -7.39063353243574, None), (1085491, -7.475217365402209, None), (1085515, -7.48500763861269, None), (1723869, -7.536162796143173, None), (501992, -7.54053631623117, None), (406751, -7.596708894755956, None), (1085543, -7.606467671278744, None), (2276397, -7.639611082775473, None), (868669, -7.66010194418254, None), (437791, -7.689933429743572, None), (1085552, -7.697331999038953, None), (920289, -7.751685839396221, None), (1603957, -7.936433831713373, None), (584446, -7.969966092646503, None), (2196524, -8.09054552572664, None), (1610098, -8.09114781586862, None), (868276, -8.171738613348191, None), (1603960, -8.260837262449911, None), (931343, -8.341145965920846, None)]}"
100,how many cells are there in egg apparatus of embryo-sac?,2,100,how many cells are there in egg apparatus of embryo-sac?,2,"['embryo', 'cell', 'apparatus', '?', 'egg', 'sac']",['2'],['m'],[],"{'display': [{'head': 'embryo', 'relation': 'relatedto', 'tail': 'cell', 'score': -3.5907790343647092}, {'head': 'embryonic_cell', 'relation': 'isa', 'tail': 'cell', 'score': -3.911456951806029}, {'head': 'embryoid', 'relation': 'relatedto', 'tail': 'cell', 'score': -4.140601879610044}], 'graph_edges': [(1085487, -3.5907790343647092, None), (437799, -3.911456951806029, None), (1085531, -4.140601879610044, None), (1076244, -5.048692828846751, None), (1076598, -5.492553154281191, None), (1076330, -5.8395097097785555, None), (1333484, -5.887999793215976, None), (2295261, -6.33318650551096, None), (1085525, -6.740211413037549, None), (1085553, -6.770474705896231, None), (1076566, -6.864341163696016, None), (1085559, -7.050365597780213, None), (1204671, -7.087368693959566, None), (1085536, -7.185462720634943, None), (1085530, -7.26419289450196, None), (1085528, -7.269199315257214, None), (436307, -7.31076865196228, None), (1085569, -7.431839506537757, None), (1723869, -7.550119478344301, None), (1076329, -7.551658265218921, None), (1085491, -7.571213007657314, None), (1085488, -7.593916098784423, None), (1085515, -7.600563504021603, None), (1085543, -7.678458185846345, None), (2276397, -7.751621467545324, None), (1085552, -7.876339710217676, None), (1500906, -7.876487578743392, None), (584446, -7.9262210494216605, None), (920289, -7.963097209036408, None), (868669, -7.999624192703022, None), (1603957, -8.048084935154971, None), (2196524, -8.13323815617636, None), (2034242, -8.214023313725402, None), (1610098, -8.296809634874096, None), (868276, -8.325695709464377, None), (1603960, -8.329699841066446, None), (502208, -8.360536702253738, None), (931343, -8.57606614643175, None), (1076409, -8.596357584161026, None), (868173, -8.604373095882131, None)]}"
100,how many cells are there in egg apparatus of embryo-sac?,1,100,how many cells are there in egg apparatus of embryo-sac?,1,"['embryo', 'cell', 'apparatus', '?', 'egg', 'sac']",['1'],['m'],[],"{'display': [{'head': 'embryo', 'relation': 'relatedto', 'tail': 'cell', 'score': -3.551359890053034}, {'head': 'embryonic_cell', 'relation': 'isa', 'tail': 'cell', 'score': -3.832932123370224}, {'head': 'embryoid', 'relation': 'relatedto', 'tail': 'cell', 'score': -4.045569883021445}], 'graph_edges': [(1085487, -3.551359890053034, None), (437799, -3.832932123370224, None), (1085531, -4.045569883021445, None), (1076244, -4.983542374695008, None), (1076598, -5.36222047180338, None), (1333484, -5.856860159018611, None), (2295261, -6.226012626698973, None), (1085525, -6.665222916123027, None), (1076566, -6.724875003849945, None), (791685, -6.856386022578512, None), (1085559, -7.100466295029762, None), (1085530, -7.151588657300868, None), (1204671, -7.164061698000347, None), (436307, -7.199448490142823, None), (1085536, -7.228790372119997, None), (1085528, -7.229615894014491, None), (1076329, -7.297355456783843, None), (1085569, -7.316745545456847, None), (1085515, -7.439801612034458, None), (1085491, -7.555546999306738, None), (1085543, -7.647752520674384, None), (406751, -7.677332653651627, None), (1723869, -7.70175813724753, None), (1085552, -7.722072054279159, None), (2276397, -7.81067950487045, None), (584446, -8.00568992230691, None), (868669, -8.03637484951239, None), (1603957, -8.053327493188508, None), (2196524, -8.102578836168195, None), (868225, -8.138275637305998, None), (2034242, -8.324882411015205, None), (502208, -8.421303784119678, None), (1603960, -8.428597385280149, None), (868276, -8.450147289626724, None), (931343, -8.51051039789302, None), (1076409, -8.5876771613586, None), (1490395, -8.607993868554084, None), (868173, -8.655044234097955, None), (540299, -8.764675225329938, None), (1624897, -8.794313236680233, None)]}"
101,"which branch deals with respiration, excretion etc. of living organsms?",physiology,101,"which branch deals with respiration, excretion etc. of living organsms?",physiology,"['physiology', 'excretion', 'organsm', 'respiration', 'live', 'deal', 'branch']",[],['m'],[],"{'display': [{'head': 'branch', 'relation': 'relatedto', 'tail': 'living', 'score': -3.664246749623059}, {'head': 'excrementitial', 'relation': 'hascontext', 'tail': 'physiology', 'score': -4.245042323106473}, {'head': 'respiration', 'relation': 'relatedto', 'tail': 'cell', 'score': -4.2746056254162905}], 'graph_edges': [(814502, -3.664246749623059, None), (167247, -4.245042323106473, None), (1808914, -4.2746056254162905, None), (76607, -4.435321560187329, None), (1808921, -4.637476217358537, None), (1808918, -4.796656303662537, None), (2035950, -4.8326851383364895, None), (684698, -4.9991343788001625, None), (2035445, -5.031638622400914, None), (814821, -5.156382120806444, None), (1614403, -5.234333830110211, None), (1808909, -5.255182485070922, None), (1808925, -5.273747501154776, None), (1114481, -5.344076156616211, None), (814750, -5.4414381674706895, None), (814820, -5.448369188904631, None), (687358, -5.450501484340181, None), (695667, -5.451448322056685, None), (2036600, -5.478510548400146, None), (1419328, -5.497818540464347, None), (1808929, -5.506351095963547, None), (1625010, -5.52520116488614, None), (814746, -5.532229739137177, None), (814747, -5.538797178719924, None), (814748, -5.538797178719924, None), (1114485, -5.539474516257132, None), (1300790, -5.564395941308705, None), (687363, -5.577447891242751, None), (726303, -5.591645562327264, None), (1808915, -5.603260851227187, None), (1419503, -5.608440771606369, None), (1995755, -5.624658922387692, None), (1808924, -5.756289585981748, None), (814459, -5.7720196045038765, None), (1700705, -5.834540576908406, None), (784776, -5.83671020744209, None), (2335742, -5.896957088188527, None), (2035638, -5.90036568464095, None), (779124, -5.911184766005601, None), (1492538, -5.925329431697018, None)]}"
101,"which branch deals with respiration, excretion etc. of living organsms?",medical science,101,"which branch deals with respiration, excretion etc. of living organsms?",medical science,"['science', 'medical', 'live', 'deal', 'excretion', 'organsm', 'respiration', 'branch']",[],['m'],[],"{'display': [{'head': 'branch', 'relation': 'relatedto', 'tail': 'living', 'score': -2.474007731629464}, {'head': 'living', 'relation': 'causes', 'tail': 'respiration', 'score': -4.138190317245705}, {'head': 'brancheth', 'relation': 'relatedto', 'tail': 'branch', 'score': -4.4844727859130264}], 'graph_edges': [(814502, -2.474007731629464, None), (76607, -4.138190317245705, None), (814751, -4.4844727859130264, None), (814750, -4.845987863465739, None), (814747, -4.9015072305715375, None), (814748, -4.9015072305715375, None), (814820, -4.969266951792041, None), (1808918, -4.974896510713825, None), (1808914, -4.98554270401655, None), (1808921, -5.0305855411616145, None), (1114475, -5.030726909637451, None), (2035950, -5.059535207985091, None), (431333, -5.0764131322104795, None), (814746, -5.0949973757374005, None), (1114481, -5.135570653085717, None), (814459, -5.165103316219958, None), (2260248, -5.170786731076793, None), (814392, -5.181421051418966, None), (1114485, -5.22879952315683, None), (1808925, -5.236279781755176, None), (684698, -5.237169576504175, None), (1113714, -5.25640209765859, None), (2035445, -5.316949412708471, None), (1351636, -5.328137346066521, None), (1614403, -5.411487199028789, None), (2260241, -5.428889117526521, None), (814654, -5.463294407062418, None), (2260244, -5.479914991657536, None), (1808915, -5.497924039078749, None), (814405, -5.498979122048662, None), (1808924, -5.622243672798231, None), (695667, -5.631546252653105, None), (814555, -5.6422831125653214, None), (814508, -5.666436845121927, None), (1940570, -5.709448224154675, None), (1808909, -5.739499323235042, None), (1625010, -5.745062560548776, None), (726303, -5.7974218790111784, None), (1300790, -5.807496470396633, None), (1808929, -5.858163425131442, None)]}"
101,"which branch deals with respiration, excretion etc. of living organsms?",pharmacy,101,"which branch deals with respiration, excretion etc. of living organsms?",pharmacy,"['excretion', 'organsm', 'pharmacy', 'live', 'respiration', 'deal', 'branch']",[],['m'],[],"{'display': [{'head': 'branch', 'relation': 'relatedto', 'tail': 'living', 'score': -4.466063645546465}, {'head': 'branchlet', 'relation': 'isa', 'tail': 'branch', 'score': -5.2419083676352995}, {'head': 'pharmacochemistry', 'relation': 'relatedto', 'tail': 'branch', 'score': -5.266076538870261}], 'graph_edges': [(814502, -4.466063645546465, None), (397991, -5.2419083676352995, None), (1670555, -5.266076538870261, None), (814751, -5.470716599911679, None), (814821, -5.607218645881651, None), (1009021, -5.88007041590848, None), (1831885, -5.947993879060274, None), (814750, -5.989279994501321, None), (1788632, -6.015866512222408, None), (814746, -6.024637391196927, None), (814820, -6.030718765871491, None), (684698, -6.0460344499670775, None), (1808918, -6.066768615818466, None), (1544181, -6.088675153458909, None), (1343473, -6.124457403464076, None), (1351636, -6.241571457760083, None), (1808925, -6.274753179220243, None), (1995755, -6.277070759633907, None), (1114485, -6.306667327880859, None), (814747, -6.371096356069063, None), (814748, -6.371096356069063, None), (2246357, -6.421697890410795, None), (1625010, -6.455017420415635, None), (726303, -6.463755090888491, None), (695667, -6.503691624626573, None), (1808915, -6.536355585294409, None), (431333, -6.555228099559359, None), (478852, -6.55740366879642, None), (397962, -6.631629199332946, None), (814626, -6.65126992987828, None), (1808929, -6.66467370179563, None), (814459, -6.6687283012333145, None), (779124, -6.700001033034901, None), (2079917, -6.7034919728766065, None), (540687, -6.7172237548458495, None), (814392, -6.718521016387844, None), (1678988, -6.771581874769517, None), (441833, -6.773560985873179, None), (2260244, -6.818428535592471, None), (1726111, -6.85309002574187, None)]}"
101,"which branch deals with respiration, excretion etc. of living organsms?",biochemistry,101,"which branch deals with respiration, excretion etc. of living organsms?",biochemistry,"['biochemistry', 'excretion', 'organsm', 'respiration', 'live', 'deal', 'branch']",[],['m'],[],"{'display': [{'head': 'branch', 'relation': 'relatedto', 'tail': 'living', 'score': -4.2808723754565365}, {'head': 'biochemistry', 'relation': 'relatedto', 'tail': 'living', 'score': -4.7380533676771615}, {'head': 'amphibiology', 'relation': 'relatedto', 'tail': 'branch', 'score': -5.309187191916094}], 'graph_edges': [(814502, -4.2808723754565365, None), (781638, -4.7380533676771615, None), (684698, -5.309187191916094, None), (76607, -5.4056081422240005, None), (1808918, -5.649126550667808, None), (540687, -5.702810804740438, None), (1114481, -5.764645439568283, None), (814821, -5.77659545057887, None), (1808915, -5.78074617685733, None), (1808914, -5.840227711821747, None), (1670555, -5.853042525509994, None), (2035950, -5.902802076531165, None), (1614403, -5.918832818769447, None), (1114485, -5.964473415016955, None), (1113714, -5.976668206048469, None), (1300790, -5.984193510175807, None), (2035445, -6.02449057154442, None), (814750, -6.073531331191704, None), (1625010, -6.084765847768652, None), (1748537, -6.084930896759033, None), (782129, -6.091868038003401, None), (814746, -6.104226355090874, None), (814820, -6.138345310981244, None), (1351636, -6.233914706428539, None), (814747, -6.267788113139838, None), (814748, -6.267788113139838, None), (1808925, -6.28885147205861, None), (695667, -6.298954819345189, None), (784776, -6.304184367510178, None), (1940570, -6.326871086093489, None), (1808909, -6.334381542631056, None), (2036600, -6.401445364727409, None), (726303, -6.512129913419158, None), (814459, -6.550258153213605, None), (814392, -6.553713416901508, None), (687358, -6.567649316843319, None), (779124, -6.576599310645239, None), (1808924, -6.680126426274524, None), (1678988, -6.690788608292513, None), (1808929, -6.7018252623963965, None)]}"
102,which system urethra belongs to?,respiratory system,102,which system urethra belongs to?,respiratory system,"['system', 'urethra', 'belong', 'respiratory']",[],['m'],[],"{'display': [{'head': 'respiratory_system', 'relation': 'isa', 'tail': 'system', 'score': -1.415931298117342}, {'head': 'urethra', 'relation': 'partof', 'tail': 'urogenital_system', 'score': -1.974436616897583}, {'head': 'intraurethral', 'relation': 'relatedto', 'tail': 'urethra', 'score': -3.2512115318097834}], 'graph_edges': [(540734, -1.415931298117342, None), (631648, -1.974436616897583, None), (1344287, -3.2512115318097834, None), (1983992, -3.363153204573581, None), (2137253, -3.682682444605507, None), (1642496, -3.768690439943943, None), (2069025, -3.9544049903233565, None), (2124194, -4.033066757719487, None), (2124493, -4.061603412382396, None), (828345, -4.154267422609002, None), (2124192, -4.245489395966749, None), (2124183, -4.311823612459399, None), (2124147, -4.366264117992208, None), (1754551, -4.387352510982317, None), (2124146, -4.4129697417732485, None), (2124210, -4.420551485312032, None), (2124216, -4.469128272704848, None), (2436209, -4.487550438991233, None), (2124178, -4.506186591447298, None), (2124168, -4.546879098014799, None), (582203, -4.58452226474301, None), (631645, -4.588856528031088, None), (2069027, -4.665690637971101, None), (2075597, -4.728255678148878, None), (2124154, -4.735189591617627, None), (2124188, -4.769247938291959, None), (2124180, -4.772387219224104, None), (2124035, -4.792740931236864, None), (2124162, -4.793024828704496, None), (2124153, -4.809088273536589, None), (2124215, -4.822242946813207, None), (631647, -4.835261129903849, None), (2124140, -4.926218500663156, None), (1995526, -4.9450018084299145, None), (2124141, -4.965164063579484, None), (2124190, -4.974760539267641, None), (2124584, -5.0215582415572415, None), (2124151, -5.040205231525934, None), (2124164, -5.133786437430245, None), (1099177, -5.271174680510324, None)]}"
102,which system urethra belongs to?,endocrine system,102,which system urethra belongs to?,endocrine system,"['system', 'urethra', 'belong', 'endocrine']",[],['m'],[],"{'display': [{'head': 'urethra', 'relation': 'partof', 'tail': 'urogenital_system', 'score': 0.3224458277225494}, {'head': 'endocrine_system', 'relation': 'isa', 'tail': 'system', 'score': -0.7588241523715421}, {'head': 'urethroperineoscrotal', 'relation': 'relatedto', 'tail': 'urethra', 'score': -2.10601316236296}], 'graph_edges': [(631648, 0.3224458277225494, None), (438396, -0.7588241523715421, None), (2124183, -2.10601316236296, None), (2124180, -2.434470323604211, None), (2124194, -2.6385154067928553, None), (2124192, -2.6768026735068493, None), (2124210, -2.9870076394628673, None), (2124216, -3.0704750219557186, None), (2124188, -3.102472062255809, None), (1983992, -3.1085952488313002, None), (2124215, -3.125261483530449, None), (2124147, -3.200015590083073, None), (1754551, -3.219862976641044, None), (2124178, -3.2309864455489956, None), (2124146, -3.233530073463213, None), (2137253, -3.259679867502178, None), (2436209, -3.3262372411705807, None), (1344287, -3.4298985172813077, None), (2124162, -3.4709792000517767, None), (2124190, -3.486864147467246, None), (2069025, -3.5633554638803533, None), (2124140, -3.665760407987629, None), (2124035, -3.669927635337829, None), (828345, -3.7391714022899962, None), (2124154, -3.8545905105561378, None), (1642496, -3.8756784427255764, None), (2124161, -3.9454285245962133, None), (2069027, -3.9819255044732778, None), (2124153, -4.007168068636139, None), (2124584, -4.0389921382013325, None), (1551902, -4.1299025142127, None), (2124164, -4.151427414104918, None), (2124493, -4.20990620419774, None), (1995526, -4.570086989283256, None), (2124141, -4.952342066893577, None), (2124151, -4.958632442516745, None), (297807, -4.9636504714811505, None), (1307324, -5.017862553075266, None), (631645, -5.095415755494689, None), (1099177, -5.1093427061734635, None)]}"
102,which system urethra belongs to?,digestive system,102,which system urethra belongs to?,digestive system,"['system', 'urethra', 'belong', 'digestive']",[],['m'],[],"{'display': [{'head': 'urethra', 'relation': 'partof', 'tail': 'urogenital_system', 'score': -0.567061346769333}, {'head': 'urinary_tract', 'relation': 'relatedto', 'tail': 'urethra', 'score': -2.4510128480071183}, {'head': 'digestive_system', 'relation': 'isa', 'tail': 'system', 'score': -3.022025186053155}], 'graph_edges': [(631648, -0.567061346769333, None), (2124493, -2.4510128480071183, None), (429624, -3.022025186053155, None), (631645, -3.2418099781478102, None), (2124194, -3.406294325355391, None), (631647, -3.4206676909442204, None), (1983992, -3.4320581166914876, None), (2124141, -3.441355484300753, None), (2137253, -3.6798108848568143, None), (2124216, -3.8878919623890296, None), (2124161, -3.892023898967175, None), (1754551, -3.9158143590186922, None), (1344287, -3.9238914718818703, None), (2124478, -4.008628763284298, None), (2124210, -4.010189470530815, None), (2124485, -4.046916543954892, None), (2124192, -4.059127561466342, None), (1024391, -4.100574022949868, None), (2124178, -4.109411411834109, None), (2436209, -4.132834984037906, None), (2124147, -4.145723183327036, None), (2124188, -4.269229257311196, None), (2124183, -4.283096357970507, None), (2124190, -4.290193765598342, None), (1642496, -4.344633174819035, None), (828345, -4.34480741102399, None), (2124180, -4.350204305252685, None), (2124146, -4.366329335546825, None), (2069025, -4.3802478727574075, None), (2124162, -4.416685539883816, None), (2124154, -4.430903420905245, None), (2124153, -4.632467151308916, None), (2124584, -4.675118820523976, None), (2124140, -4.716279740830828, None), (2069027, -4.718154277248286, None), (2124035, -4.7517010214015665, None), (2124164, -4.76848991598013, None), (1995526, -4.886636926677081, None), (2124142, -5.04730379941113, None), (1099177, -5.212528848300968, None)]}"
102,which system urethra belongs to?,excretory system,102,which system urethra belongs to?,excretory system,"['system', 'urethra', 'excretory', 'belong']",[],['m'],[],"{'display': [{'head': 'urethra', 'relation': 'partof', 'tail': 'urogenital_system', 'score': -0.7150868773460388}, {'head': 'excrete', 'relation': 'relatedto', 'tail': 'system', 'score': -2.41116543116958}, {'head': 'suppository', 'relation': 'relatedto', 'tail': 'urethra', 'score': -3.5805463318413477}], 'graph_edges': [(631648, -0.7150868773460388, None), (1114463, -2.41116543116958, None), (1995526, -3.5805463318413477, None), (1983992, -3.6346054484834034, None), (1344287, -3.7350333500671766, None), (2124493, -4.069398917211646, None), (2137253, -4.174154420662425, None), (1754551, -4.246901720403466, None), (2124147, -4.313124189670653, None), (2124194, -4.315633624293127, None), (2069025, -4.340870451930654, None), (2124183, -4.362513205169912, None), (2124216, -4.368730383769989, None), (2124478, -4.476717404578161, None), (2124215, -4.518793767175728, None), (1642496, -4.522687732102495, None), (2124178, -4.545559810060316, None), (2124146, -4.6005505328625835, None), (2436209, -4.634262712060976, None), (2124192, -4.636723754576405, None), (2124205, -4.705472000661693, None), (2124210, -4.722350442470492, None), (2124188, -4.742672069792664, None), (2069027, -4.83992706306551, None), (2124180, -4.845056891424049, None), (2124162, -4.864661861629739, None), (631645, -4.925474758082846, None), (2124153, -4.965090398098389, None), (2124154, -4.993532910734319, None), (2124035, -5.025820876792387, None), (2124190, -5.048661098102787, None), (2124140, -5.079195484717854, None), (2124161, -5.103234884058657, None), (2124141, -5.117589321254612, None), (1644363, -5.118938968522699, None), (1114484, -5.1237287001056195, None), (631647, -5.171295162309112, None), (2124584, -5.1895264833841885, None), (2124143, -5.2842422828208315, None), (2124164, -5.385019706027171, None)]}"
